,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
75915, 2011-03-11T07:02:57.260Z, 39.693, 142.529, 41.6, 5.8, mb, 31.0, 57.4, , 1.2, us, usp000hvq6, 2020-09-21T17:18:11.423Z, 50 km E of Miyako, Japan, earthquake, , 12.1, , 20.0, reviewed, us, us
75916, 2011-03-11T07:01:11.640Z, 36.628, 143.755, 36.1, 5.7, mb, 59.0, 97.5, , 0.89, us, usp000hvq5, 2022-04-08T21:41:20.482Z, off the east coast of Honshu, Japan, earthquake, , 6.6, , 32.0, reviewed, us, us
75917, 2011-03-11T06:59:00.270Z, 37.357, 144.725, 35.9, 6.3, mb, 292.0, 30.4, , 1.09, us, usp000hvq4, 2022-05-09T19:12:51.530Z, off the east coast of Honshu, Japan, earthquake, , 6.0, , 161.0, reviewed, us, us
75918, 2011-03-11T06:57:16.510Z, 35.712, 140.875, 47.5, 6.0, mb, 368.0, 36.0, , 0.83, us, usp000hvq3, 2022-04-08T22:18:54.022Z, 4 km ESE of Hasaki, Japan, earthquake, , 4.8, , 254.0, reviewed, us, us
75919, 2011-03-11T06:55:33.600Z, 37.562, 142.855, 39.8, 5.9, mb, 108.0, 105.3, , 1.0, us, usp000hvq2, 2022-05-09T19:15:44.099Z, 164 km E of Namie, Japan, earthquake, , 6.3, , 65.0, reviewed, us, us
75920, 2011-03-11T06:54:08.490Z, 36.974, 141.493, 9.5, 5.4, mb, 107.0, 69.4, , 1.04, us, usp000hvq1, 2022-04-08T22:18:55.320Z, 54 km E of Iwaki, Japan, earthquake, , 17.6, , 58.0, reviewed, us, us
75921, 2011-03-11T06:52:28.510Z, 38.061, 143.016, 33.6, 5.5, mb, 110.0, 64.2, , 0.75, us, usp000hvq0, 2022-04-08T21:41:18.869Z, 155 km ESE of Ishinomaki, Japan, earthquake, , 10.0, , 61.0, reviewed, us, us
75922, 2011-03-11T06:49:57.540Z, 40.668, 141.605, 44.9, 5.8, mb, 36.0, 118.1, , 1.47, us, usp000hvpz, 2022-04-08T21:41:17.299Z, 18 km E of Misawa, Japan, earthquake, , 11.4, , 8.0, reviewed, us, us
75923, 2011-03-11T06:49:16.610Z, 37.337, 144.237, 47.3, 6.1, mb, 121.0, 36.9, , 0.93, us, usp000hvpy, 2022-05-09T19:13:15.598Z, 284 km ESE of Ishinomaki, Japan, earthquake, , 7.1, , 56.0, reviewed, us, us
75924, 2011-03-11T06:48:45.590Z, 37.961, 142.724, 11.7, 6.2, mb, 323.0, 29.1, , 0.67, us, usp000hvpx, 2022-04-08T21:45:44.329Z, 134 km ESE of Ishinomaki, Japan, earthquake, , 7.8, , 239.0, reviewed, us, us
75925, 2011-03-11T06:48:18.800Z, 38.807, 141.946, 47.1, 5.3, mb, 92.0, 110.3, , 0.76, us, usp000hvpw, 2014-11-07T01:43:54.898Z, 35 km SE of ?funato, Japan, earthquake, , 6.0, , 58.0, reviewed, us, us
75926, 2011-03-11T06:46:31.190Z, 37.956, 143.248, 30.6, 5.9, mb, 98.0, 80.1, , 0.75, us, usp000hvpv, 2022-05-09T19:15:36.077Z, 178 km ESE of Ishinomaki, Japan, earthquake, , 12.0, , 46.0, reviewed, us, us
75927, 2011-03-11T06:44:54.990Z, 36.588, 141.1, 22.7, 5.3, mb, 28.0, 100.1, , 0.92, us, usp000hvpu, 2014-11-07T01:43:54.888Z, 37 km ESE of Takahagi, Japan, earthquake, , 22.5, , 4.0, reviewed, us, us
75928, 2011-03-11T06:43:10.570Z, 38.066, 144.627, 25.9, 5.4, mb, 99.0, 81.1, , 0.71, us, usp000hvpt, 2022-04-08T22:18:35.299Z, 275 km ESE of Kamaishi, Japan, earthquake, , 13.0, , 64.0, reviewed, us, us
75929, 2011-03-11T06:42:10.530Z, 34.88, 141.916, 36.3, 5.2, mb, 35.0, 106.1, , 1.06, us, usp000hvps, 2014-11-07T01:43:54.878Z, 136 km SE of Hasaki, Japan, earthquake, , 9.6, , 16.0, reviewed, us, us
75930, 2011-03-11T06:41:01.450Z, 39.599, 141.576, 35.0, 5.8, mb, 54.0, 131.1, , 0.94, us, usp000hvpr, 2022-04-08T22:18:36.945Z, 31 km N of T?no, Japan, earthquake, , , , 50.0, reviewed, us, us
75931, 2011-03-11T06:39:39.320Z, 37.04, 142.463, 40.1, 5.5, mb, 144.0, 70.9, , 0.68, us, usp000hvpq, 2022-04-08T21:40:47.974Z, 138 km ESE of Namie, Japan, earthquake, , 5.2, , 91.0, reviewed, us, us
75932, 2011-03-11T06:38:11.330Z, 36.094, 141.665, 47.2, 5.8, mb, 79.0, 75.1, , 1.0, us, usp000hvpp, 2022-04-08T22:13:22.550Z, 85 km ENE of Hasaki, Japan, earthquake, , 7.2, , 28.0, reviewed, us, us
75933, 2011-03-11T06:37:05.580Z, 37.465, 142.404, 52.4, 5.6, mb, 48.0, 99.1, , 0.73, us, usp000hvpn, 2022-04-08T22:18:38.544Z, 124 km E of Namie, Japan, earthquake, , 10.2, , 17.0, reviewed, us, us
75934, 2011-03-11T06:35:20.900Z, 35.806, 141.1, 10.3, 5.8, mb, 90.0, 75.4, , 0.7, us, usp000hvpm, 2022-04-08T22:18:39.950Z, 25 km ENE of Hasaki, Japan, earthquake, , 14.5, , 45.0, reviewed, us, us
75935, 2011-03-11T06:33:06.070Z, 36.625, 141.867, 39.1, 5.9, mb, 227.0, 49.1, , 0.9, us, usp000hvpj, 2022-04-08T22:18:41.291Z, 99 km ESE of Iwaki, Japan, earthquake, , 5.6, , 162.0, reviewed, us, us
75936, 2011-03-11T06:29:15.990Z, 37.812, 144.233, 40.6, 6.1, mb, 94.0, 66.6, , 0.8, us, usp000hvph, 2022-04-08T22:18:42.649Z, 260 km ESE of ?funato, Japan, earthquake, , 6.2, , 31.0, reviewed, us, us
75937, 2011-03-11T06:25:50.300Z, 38.058, 144.59, 18.6, 7.7, mwc, 507.0, 10.8, , 0.85, us, usp000hvpg, 2022-07-19T08:04:51.126Z, 272 km ESE of Kamaishi, Japan, earthquake, , 8.0, , , reviewed, us, us
75938, 2011-03-11T06:23:09.480Z, 39.03, 142.284, 56.3, 6.2, mb, 194.0, 50.4, , 0.67, us, usp000hvpf, 2022-05-09T19:12:54.372Z, 45 km SE of Kamaishi, Japan, earthquake, , 4.6, , 110.0, reviewed, us, us
75939, 2011-03-11T06:21:32.700Z, 38.29, 142.813, 51.7, 6.2, mb, 98.0, 98.6, , 0.67, us, usp000hvpe, 2022-04-08T21:41:15.803Z, 128 km SE of ?funato, Japan, earthquake, , 8.0, , 55.0, reviewed, us, us
75940, 2011-03-11T06:20:04.110Z, 36.004, 142.067, 49.3, 6.5, mb, 43.0, 169.2, , 0.87, us, usp000hvpd, 2022-05-09T19:15:37.456Z, 115 km ENE of Hasaki, Japan, earthquake, , 9.2, , 24.0, reviewed, us, us
75941, 2011-03-11T06:18:49.510Z, 36.023, 142.269, 16.0, 6.6, mb, 57.0, 106.6, , 0.94, us, usp000hvpc, 2022-05-09T19:15:29.079Z, 133 km ENE of Hasaki, Japan, earthquake, , 20.4, , 29.0, reviewed, us, us
75942, 2011-03-11T06:15:40.280Z, 36.281, 141.111, 42.6, 7.9, mwc, 163.0, 48.4, , 1.44, us, usp000hvpa, 2022-12-23T11:15:23.708Z, 47 km E of ?arai, Japan, earthquake, , 9.6, , , reviewed, us, us
75943, 2011-03-11T06:15:23.120Z, 37.93, 143.802, 35.0, 6.3, mb, 75.0, 83.4, , 1.3, us, usp000hvp9, 2022-05-09T19:12:55.759Z, 221 km SE of ?funato, Japan, earthquake, , , , 28.0, reviewed, us, us
75944, 2011-03-11T06:13:01.040Z, 37.211, 141.601, 40.1, 6.2, mb, 275.0, 23.7, , 0.76, us, usp000hvp8, 2022-04-08T21:41:14.154Z, 61 km ESE of Namie, Japan, earthquake, , 5.4, , 171.0, reviewed, us, us
75945, 2011-03-11T06:12:36.360Z, 37.788, 144.233, 25.4, 6.2, mb, 130.0, 61.0, , 0.71, us, usp000hvp7, 2022-04-08T22:20:30.423Z, 261 km ESE of ?funato, Japan, earthquake, , 11.9, , 68.0, reviewed, us, us
75946, 2011-03-11T06:11:15.610Z, 36.109, 141.696, 26.6, 5.9, mb, 118.0, 65.0, , 0.84, us, usp000hvp6, 2022-04-08T21:41:12.698Z, 88 km ENE of Hasaki, Japan, earthquake, , 14.9, , 69.0, reviewed, us, us
75947, 2011-03-11T06:08:29.660Z, 38.969, 143.37, 2.8, 6.7, mb, 122.0, 52.3, , 1.06, us, usp000hvp5, 2022-05-09T19:12:50.150Z, 134 km ESE of Kamaishi, Japan, earthquake, , 16.1, , 49.0, reviewed, us, us
75948, 2011-03-11T06:07:20.880Z, 36.419, 141.876, 32.3, 6.4, mb, 262.0, 13.2, , 0.88, us, usp000hvp4, 2022-04-08T21:37:02.145Z, 108 km ESE of Kitaibaraki, Japan, earthquake, , 9.3, , 165.0, reviewed, us, us
75949, 2011-03-11T06:06:13.170Z, 39.003, 142.29, 42.7, 6.3, mb, 304.0, 27.6, , 0.71, us, usp000hvp3, 2022-05-09T19:15:38.847Z, 47 km SE of Kamaishi, Japan, earthquake, , 3.5, , 188.0, reviewed, us, us
75950, 2011-03-11T06:05:02.230Z, 36.375, 141.777, 34.2, 5.8, mb, 81.0, 36.1, , 0.9, us, usp000hvp2, 2022-04-08T21:31:17.686Z, 102 km ESE of Takahagi, Japan, earthquake, , 14.8, , 34.0, reviewed, us, us
75951, 2011-03-11T06:03:55.260Z, 36.469, 141.84, 22.6, 5.9, mb, 122.0, 56.9, , 0.94, us, usp000hvp0, 2022-04-08T22:18:43.962Z, 103 km ESE of Kitaibaraki, Japan, earthquake, , 14.4, , 66.0, reviewed, us, us
75952, 2011-03-11T06:00:39.300Z, 38.095, 142.492, 40.6, 6.2, mb, 43.0, 122.6, , 1.0, us, usp000hvnz, 2022-05-09T19:15:40.093Z, 110 km ESE of Ishinomaki, Japan, earthquake, , 18.6, , 15.0, reviewed, us, us
75953, 2011-03-11T05:59:31.580Z, 37.054, 141.763, 8.4, 5.9, mb, 86.0, 129.7, , 0.69, us, usp000hvny, 2022-04-08T21:41:09.634Z, 78 km E of Iwaki, Japan, earthquake, , 23.3, , 57.0, reviewed, us, us
75954, 2011-03-11T05:58:07.490Z, 37.623, 142.155, 50.7, 6.3, mb, 98.0, 99.7, , 0.95, us, usp000hvnx, 2022-05-09T19:15:41.424Z, 103 km E of Namie, Japan, earthquake, , 6.8, , 44.0, reviewed, us, us
75955, 2011-03-11T05:55:45.480Z, 37.359, 143.351, 35.0, 6.4, mb, 108.0, 71.7, , 1.42, us, usp000hvnw, 2022-05-09T19:15:42.752Z, 208 km E of Namie, Japan, earthquake, , , , 50.0, reviewed, us, us
75956, 2011-03-11T05:54:31.940Z, 37.712, 141.184, 32.3, 6.3, mb, 120.0, 106.2, , 0.75, us, usp000hvnv, 2022-04-08T22:18:45.453Z, 30 km NNE of Namie, Japan, earthquake, , 13.5, , 66.0, reviewed, us, us
75957, 2011-03-11T05:46:24.120Z, 38.297, 142.373, 29.0, 9.1, mww, 541.0, 9.5, , 1.16, official, official20110311054624120_30, 2022-11-10T01:14:56.446Z, 2011 Great Tohoku Earthquake, Japan, earthquake, , , , , reviewed, us, official
75961, 2011-03-10T16:54:45.020Z, 38.046, 143.296, 3.7, 5.0, mwc, 261.0, 65.6, , 0.85, us, usp000hvn1, 2014-11-07T01:43:54.289Z, 178 km SE of ?funato, Japan, earthquake, , 3.1, , , reviewed, us, gcmt
75962, 2011-03-10T11:21:09.150Z, 38.586, 143.038, 24.8, 5.1, mwc, 247.0, 114.9, , 0.9, us, usp000hvmm, 2014-11-07T01:43:54.204Z, 126 km ESE of ?funato, Japan, earthquake, , 8.3, , , reviewed, us, gcmt
75963, 2011-03-10T09:02:23.960Z, 38.616, 143.122, 38.5, 5.3, mwc, 312.0, 69.2, , 0.82, us, usp000hvmg, 2014-11-07T01:43:54.170Z, 131 km SE of Kamaishi, Japan, earthquake, , 3.9, , , reviewed, us, gcmt
75964, 2011-03-10T08:08:20.560Z, 38.603, 143.27, 17.4, 5.6, mwb, 317.0, 54.7, , 1.05, us, usp000hvme, 2022-04-08T21:36:48.473Z, 142 km ESE of Kamaishi, Japan, earthquake, , 3.1, , , reviewed, us, us
75966, 2011-03-09T23:36:58.680Z, 38.398, 143.167, 19.9, 5.4, mb, 398.0, 32.1, , 0.75, us, usp000hvkr, 2022-04-08T21:37:00.229Z, 146 km ESE of ?funato, Japan, earthquake, , 7.5, , 267.0, reviewed, us, us
75968, 2011-03-09T21:24:01.680Z, 38.296, 142.808, 15.0, 6.5, mwc, 224.0, 39.6, , 0.99, us, usp000hvkh, 2022-04-08T21:40:04.993Z, 128 km SE of ?funato, Japan, earthquake, , 10.5, , , reviewed, us, gcmt
75969, 2011-03-09T21:22:17.580Z, 38.345, 142.648, 23.0, 6.0, mwc, 395.0, 65.6, , 1.04, us, usp000hvkg, 2022-07-19T07:46:43.367Z, 114 km SE of ?funato, Japan, earthquake, , , , , reviewed, us, gcmt
75971, 2011-03-09T18:44:38.500Z, 38.503, 143.166, 23.8, 5.9, mww, 446.0, 30.7, , 1.03, us, usp000hvk9, 2022-04-08T21:36:45.232Z, 140 km ESE of ?funato, Japan, earthquake, , 8.2, , , reviewed, us, us
75972, 2011-03-09T18:16:16.440Z, 38.315, 142.434, 22.0, 6.0, mww, 411.0, 29.7, , 1.14, us, usp000hvk6, 2022-07-19T07:45:13.257Z, 99 km E of Ishinomaki, Japan, earthquake, , , , , reviewed, us, us
75977, 2011-03-09T11:27:52.300Z, 38.537, 143.036, 33.9, 5.2, mwc, 208.0, 66.4, , 0.83, us, usp000hvjp, 2014-11-07T01:43:53.588Z, 129 km ESE of ?funato, Japan, earthquake, , 8.7, , , reviewed, us, gcmt
75978, 2011-03-09T08:02:38.390Z, 38.613, 143.08, 30.4, 5.2, mb, 273.0, 49.1, , 0.8, us, usp000hvje, 2022-07-19T07:42:07.832Z, 128 km SE of Kamaishi, Japan, earthquake, , 8.2, , 74.0, reviewed, us, us
75979, 2011-03-09T07:56:32.220Z, 38.803, 142.879, 46.4, 5.1, mb, 238.0, 115.2, , 0.88, us, usp000hvjd, 2014-11-07T01:43:53.525Z, 102 km ESE of Kamaishi, Japan, earthquake, , 4.8, , 65.0, reviewed, us, us
75980, 2011-03-09T07:13:50.090Z, 38.212, 143.162, 23.5, 5.0, mb, 121.0, 75.2, , 1.09, us, usp000hvjc, 2014-11-07T01:43:53.516Z, 157 km SE of ?funato, Japan, earthquake, , 11.4, , 54.0, reviewed, us, us
75981, 2011-03-09T06:25:14.570Z, 38.273, 143.054, 26.9, 5.0, mb, 222.0, 53.1, , 1.05, us, usp000hvja, 2014-11-07T01:43:53.498Z, 146 km SE of ?funato, Japan, earthquake, , 10.0, , 137.0, reviewed, us, us
75982, 2011-03-09T06:13:46.470Z, 38.23, 143.132, 38.8, 5.1, mb, 105.0, 135.3, , 0.8, us, usp000hvj9, 2014-11-07T01:43:53.490Z, 154 km SE of ?funato, Japan, earthquake, , 4.7, , 40.0, reviewed, us, us
75983, 2011-03-09T06:12:12.780Z, 38.626, 143.13, 10.0, 5.0, mb, 96.0, 135.2, , 0.88, us, usp000hvj8, 2014-11-07T01:43:53.483Z, 131 km SE of Kamaishi, Japan, earthquake, , , , 32.0, reviewed, us, us
75984, 2011-03-09T04:45:55.170Z, 38.466, 142.702, 40.7, 5.3, mb, 328.0, 52.2, , 0.92, us, usp000hvj3, 2022-04-08T21:36:43.434Z, 108 km SE of ?funato, Japan, earthquake, , 4.4, , 225.0, reviewed, us, us
75985, 2011-03-09T04:37:04.990Z, 38.665, 142.991, 37.8, 5.6, mb, 394.0, 37.6, , 0.93, us, usp000hvj2, 2022-04-08T21:36:41.616Z, 118 km SE of Kamaishi, Japan, earthquake, , 4.6, , 274.0, reviewed, us, us
75986, 2011-03-09T04:32:09.690Z, 38.672, 143.031, 35.2, 5.1, mb, 243.0, 99.5, , 1.01, us, usp000hvj0, 2014-11-07T01:43:53.366Z, 121 km SE of Kamaishi, Japan, earthquake, , 5.3, , 151.0, reviewed, us, us
75987, 2011-03-09T04:05:54.980Z, 38.655, 142.753, 35.0, 5.2, mb, 135.0, 99.9, , 1.36, us, usp000hvhw, 2014-11-07T01:43:53.345Z, 101 km ESE of ?funato, Japan, earthquake, , , , 69.0, reviewed, us, us
75988, 2011-03-09T03:18:59.710Z, 38.713, 143.065, 22.6, 5.0, mb, 116.0, 121.9, , 1.04, us, usp000hvhs, 2014-11-07T01:43:53.327Z, 121 km ESE of Kamaishi, Japan, earthquake, , 11.3, , 54.0, reviewed, us, us
75989, 2011-03-09T03:08:35.770Z, 38.311, 143.169, 29.3, 5.3, mb, 292.0, 54.9, , 0.98, us, usp000hvhr, 2022-04-08T21:36:40.037Z, 151 km SE of ?funato, Japan, earthquake, , 9.0, , 179.0, reviewed, us, us
75990, 2011-03-09T02:58:14.080Z, 38.246, 143.102, 35.0, 5.7, mb, 74.0, 90.0, , 0.77, us, usp000hvhn, 2022-04-08T22:13:16.028Z, 151 km SE of ?funato, Japan, earthquake, , 15.3, , 24.0, reviewed, us, us
75991, 2011-03-09T02:57:16.670Z, 38.361, 142.91, 23.2, 5.7, mb, 339.0, 25.6, , 0.98, us, usp000hvhm, 2022-04-08T21:36:38.315Z, 130 km SE of ?funato, Japan, earthquake, , 9.7, , 226.0, reviewed, us, us
75992, 2011-03-09T02:55:12.640Z, 38.465, 143.235, 19.8, 5.1, mb, 43.0, 117.8, , 0.8, us, usp000hvhk, 2014-11-07T01:43:53.261Z, 148 km ESE of ?funato, Japan, earthquake, , 18.5, , 15.0, reviewed, us, us
75993, 2011-03-09T02:45:20.330Z, 38.435, 142.842, 32.0, 7.3, mww, 550.0, 17.4, , 0.98, us, usp000hvhj, 2022-07-19T07:40:29.766Z, 120 km SE of ?funato, Japan, earthquake, , , , , reviewed, us, us
75999, 2011-03-07T10:13:07.520Z, 29.092, 129.416, 43.6, 5.2, mwc, 184.0, 56.3, , 1.02, us, usp000hvfn, 2022-04-08T21:36:29.537Z, 80 km N of Naze, Japan, earthquake, , 4.7, , , reviewed, us, gcmt
76028, 2011-04-29T22:19:33.370Z, 38.859, 141.916, 59.2, 5.2, mwc, 292.0, 48.1, , 0.89, us, usp000j0sf, 2022-04-08T21:46:19.864Z, 29 km SE of ?funato, Japan, earthquake, , 3.8, , , reviewed, us, gcmt
76039, 2011-04-28T09:27:47.230Z, 37.455, 141.653, 38.0, 5.5, mww, 422.0, 45.0, , 0.74, us, usp000j0qd, 2022-04-08T21:45:20.133Z, near the east coast of Honshu, Japan, earthquake, , , , , reviewed, us, us
76041, 2011-04-28T00:02:22.820Z, 36.719, 142.568, 15.5, 5.0, mwc, 220.0, 112.9, , 0.82, us, usp000j0pr, 2014-11-07T01:44:38.656Z, 154 km ESE of Iwaki, Japan, earthquake, , 9.3, , , reviewed, us, gcmt
76042, 2011-04-27T21:45:04.220Z, 38.151, 141.651, 66.2, 5.0, mwc, 333.0, 99.1, , 0.84, us, usp000j0pm, 2022-04-08T21:45:14.184Z, 42 km SE of Ishinomaki, Japan, earthquake, , 3.5, , , reviewed, us, gcmt
76043, 2011-04-27T21:42:47.120Z, 36.798, 142.552, 9.9, 5.0, mwc, 197.0, 96.8, , 1.02, us, usp000j0pk, 2014-11-07T01:44:38.595Z, 151 km E of Iwaki, Japan, earthquake, , 11.9, , , reviewed, us, gcmt
76047, 2011-04-26T12:12:00.530Z, 36.085, 139.778, 40.2, 5.0, mwc, 234.0, 59.6, , 0.65, us, usp000j0mj, 2022-07-19T13:37:07.993Z, 2 km SW of Sakai, Japan, earthquake, , 4.0, , , reviewed, us, gcmt
76053, 2011-04-25T21:14:14.400Z, 36.846, 142.167, 22.0, 5.1, mwc, 226.0, 41.2, , 0.92, us, usp000j0k7, 2014-11-07T01:44:37.992Z, 116 km ESE of Iwaki, Japan, earthquake, , 8.2, , , reviewed, us, gcmt
76056, 2011-04-25T09:00:21.590Z, 36.217, 140.887, 33.6, 5.1, mwc, 243.0, 69.7, , 0.8, us, usp000j0j9, 2022-04-08T22:16:47.506Z, 29 km ESE of ?arai, Japan, earthquake, , 8.5, , , reviewed, us, gcmt
76062, 2011-04-24T21:06:38.640Z, 35.196, 140.931, 41.1, 5.0, mwc, 326.0, 53.5, , 0.77, us, usp000j0h5, 2014-11-07T01:44:37.511Z, 49 km E of ?hara, Japan, earthquake, , 4.9, , , reviewed, us, gcmt
76065, 2011-04-23T10:12:46.980Z, 39.097, 142.87, 31.0, 5.9, mww, 313.0, 13.3, , 0.9, us, usp000j0ew, 2022-07-19T13:11:21.924Z, 88 km ESE of Kamaishi, Japan, earthquake, , , , , reviewed, us, us
76070, 2011-04-22T16:27:40.690Z, 37.083, 144.124, 37.8, 5.0, mwc, 191.0, 118.5, , 0.88, us, usp000j0dw, 2014-11-07T01:44:36.427Z, 280 km E of Namie, Japan, earthquake, , 6.4, , , reviewed, us, gcmt
76071, 2011-04-22T15:25:17.840Z, 37.226, 140.988, 23.5, 5.2, mwc, 397.0, 44.1, , 0.92, us, usp000j0du, 2022-04-08T21:43:47.275Z, 21 km NNE of Iwaki, Japan, earthquake, , 7.5, , , reviewed, us, gcmt
76074, 2011-04-21T16:11:18.450Z, 37.553, 141.219, 55.6, 5.6, mww, 345.0, 71.7, , 0.73, us, usp000j0cf, 2022-07-19T13:03:58.636Z, 20 km ENE of Namie, Japan, earthquake, , 3.6, , , reviewed, us, us
76075, 2011-04-21T13:47:11.230Z, 35.712, 140.696, 35.0, 5.1, mb, 66.0, 126.7, , 1.03, us, usp000j0c4, 2014-11-07T01:44:36.141Z, 4 km E of Asahi, Japan, earthquake, , , , 11.0, reviewed, us, us
76076, 2011-04-21T13:37:03.340Z, 35.579, 140.305, 43.0, 6.2, mww, 393.0, 28.2, , 1.12, us, usp000j0c3, 2022-07-19T13:02:27.891Z, 6 km WNW of T?gane, Japan, earthquake, , , , , reviewed, us, us
76077, 2011-04-21T08:18:16.140Z, 38.327, 142.093, 40.2, 5.0, mwc, 354.0, 65.1, , 0.7, us, usp000j0bs, 2014-11-07T01:44:36.024Z, 70 km E of Ishinomaki, Japan, earthquake, , 3.6, , , reviewed, us, gcmt
76078, 2011-04-21T03:08:37.540Z, 37.265, 142.247, 24.2, 5.0, mwc, 268.0, 83.2, , 0.85, us, usp000j0ba, 2014-11-07T01:44:35.970Z, 113 km ESE of Namie, Japan, earthquake, , 8.1, , , reviewed, us, gcmt
76079, 2011-04-21T01:54:41.580Z, 40.306, 143.628, 11.0, 5.8, mww, 382.0, 53.3, , 0.88, us, usp000j0b9, 2022-04-08T21:30:28.151Z, 161 km ENE of Miyako, Japan, earthquake, , , , , reviewed, us, us
76080, 2011-04-21T00:39:03.210Z, 40.341, 143.549, 10.0, 5.7, mww, 350.0, 52.0, , 0.98, us, usp000j0b7, 2022-04-08T21:43:43.256Z, 157 km ENE of Miyako, Japan, earthquake, , , , , reviewed, us, us
76092, 2011-04-19T04:04:30.080Z, 37.186, 143.491, 14.5, 5.0, mwc, 258.0, 37.5, , 0.84, us, usp000j07x, 2014-11-07T01:44:35.250Z, 223 km E of Namie, Japan, earthquake, , 10.1, , , reviewed, us, gcmt
76095, 2011-04-18T13:03:33.600Z, 40.32, 140.478, 74.7, 5.0, mb, 81.0, 115.0, , 1.19, us, usp000j06s, 2014-11-07T01:44:35.105Z, 8 km NW of ?date, Japan, earthquake, , 16.0, , 64.0, reviewed, us, us
76101, 2011-04-16T20:36:46.320Z, 36.878, 143.917, 15.1, 5.5, mwb, 468.0, 20.8, , 0.72, us, usp000j034, 2022-04-08T21:43:24.658Z, 267 km ESE of Namie, Japan, earthquake, , 7.1, , , reviewed, us, us
76102, 2011-04-16T09:20:25.670Z, 27.937, 139.395, 506.2, 5.2, mwc, 180.0, 36.8, , 0.85, us, usp000j02m, 2014-11-07T01:44:34.247Z, Bonin Islands, Japan region, earthquake, , , , , reviewed, us, gcmt
76106, 2011-04-16T02:19:30.790Z, 36.378, 139.653, 77.0, 5.8, mww, 609.0, 20.6, , 0.8, us, usp000j020, 2022-07-19T12:29:46.171Z, 6 km ENE of Tanuma, Japan, earthquake, , , , , reviewed, us, us
76107, 2011-04-16T01:11:10.380Z, 25.435, 123.897, 131.0, 5.7, mww, 475.0, 23.5, , 0.99, us, usp000j01w, 2022-07-19T12:28:10.837Z, 123 km NNW of Ishigaki, Japan, earthquake, , , , , reviewed, us, us
76109, 2011-04-15T21:10:37.980Z, 37.211, 142.41, 27.6, 5.0, mwc, 249.0, 36.7, , 0.87, us, usp000j01e, 2014-11-07T01:44:33.916Z, 128 km ESE of Namie, Japan, earthquake, , 7.8, , , reviewed, us, gcmt
76118, 2011-04-14T06:08:47.340Z, 35.56, 141.881, 10.0, 5.7, mww, 197.0, 55.0, , 1.11, us, usp000hzxk, 2022-04-08T21:43:07.744Z, 96 km ESE of Hasaki, Japan, earthquake, , , , , reviewed, us, us
76119, 2011-04-14T06:07:09.450Z, 36.686, 141.58, 36.2, 5.1, mb, 126.0, 91.2, , 0.69, us, usp000hzxj, 2014-11-07T01:44:32.902Z, 74 km ESE of Iwaki, Japan, earthquake, , 4.0, , 48.0, reviewed, us, us
76121, 2011-04-14T03:08:57.990Z, 36.985, 140.602, 10.0, 5.1, mwc, 369.0, 31.8, , 0.73, us, usp000hzx5, 2022-07-19T12:16:11.094Z, 22 km SE of Ishikawa, Japan, earthquake, , , , , reviewed, us, gcmt
76123, 2011-04-13T22:35:53.300Z, 36.797, 140.372, 25.0, 5.0, mwc, 293.0, 48.5, , 0.98, us, usp000hzwk, 2022-04-08T22:16:36.340Z, near the east coast of Honshu, Japan, earthquake, , 4.9, , , reviewed, us, gcmt
76125, 2011-04-13T20:32:21.420Z, 39.619, 143.191, 18.5, 5.5, mwc, 348.0, 39.9, , 0.9, us, usp000hzw7, 2022-04-08T21:43:05.380Z, 107 km E of Miyako, Japan, earthquake, , 1.7, , , reviewed, us, gcmt
76126, 2011-04-13T20:03:49.700Z, 39.497, 143.365, 6.9, 5.0, mb, 25.0, 130.3, , 1.02, us, usp000hzw4, 2014-11-07T01:44:32.627Z, 121 km E of Yamada, Japan, earthquake, , 26.3, , 4.0, reviewed, us, us
76127, 2011-04-13T20:02:30.980Z, 39.568, 143.414, 14.7, 5.0, mb, 45.0, 125.3, , 0.96, us, usp000hzw2, 2014-11-07T01:44:32.622Z, 126 km E of Yamada, Japan, earthquake, , 20.1, , 3.0, reviewed, us, us
76128, 2011-04-13T19:57:25.420Z, 39.583, 143.34, 22.0, 6.0, mww, 427.0, 33.7, , 0.88, us, usp000hzw1, 2022-07-19T12:14:41.974Z, 120 km E of Yamada, Japan, earthquake, , , , , reviewed, us, us
76134, 2011-04-13T01:08:02.190Z, 36.953, 140.418, 32.0, 5.3, mwc, 276.0, 57.9, , 0.85, us, usp000hzug, 2022-04-08T22:16:37.253Z, 21 km NNE of Daigo, Japan, earthquake, , 7.8, , , reviewed, us, gcmt
76135, 2011-04-12T23:36:21.520Z, 35.376, 140.678, 19.0, 5.1, mwc, 286.0, 50.8, , 1.09, us, usp000hzuc, 2022-04-08T21:42:44.688Z, 29 km ENE of ?hara, Japan, earthquake, , 13.7, , , reviewed, us, gcmt
76138, 2011-04-12T19:37:48.290Z, 39.368, 141.895, 45.0, 5.6, mww, 394.0, 73.9, , 0.95, us, usp000hztx, 2022-04-08T21:42:43.838Z, 0 km WNW of ?tsuchi, Japan, earthquake, , , , , reviewed, us, us
