,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
76139, 2011-04-12T05:07:41.860Z, 37.107, 140.368, 11.0, 5.9, mww, 515.0, 25.2, , 0.77, us, usp000hzt4, 2022-07-19T12:09:14.214Z, 8 km WSW of Ishikawa, Japan, earthquake, , , , , reviewed, us, us
76140, 2011-04-11T23:08:16.870Z, 35.417, 140.575, 15.0, 6.2, mww, 514.0, 15.4, , 1.23, us, usp000hzsk, 2022-07-19T12:07:36.600Z, 23 km SE of T?gane, Japan, earthquake, , , , , reviewed, us, us
76141, 2011-04-11T22:26:20.030Z, 36.809, 138.284, 17.1, 5.5, mwc, 238.0, 34.9, , 0.96, us, usp000hzsf, 2022-04-08T21:42:35.407Z, 8 km WSW of Iiyama, Japan, earthquake, , 5.9, , , reviewed, us, gcmt
76142, 2011-04-11T17:53:32.050Z, 37.643, 144.47, 12.0, 5.4, mwb, 462.0, 42.7, , 0.85, us, usp000hzs3, 2022-04-08T21:42:28.293Z, 288 km SE of ?funato, Japan, earthquake, , , , , reviewed, us, us
76144, 2011-04-11T11:42:35.130Z, 36.98, 140.356, 10.0, 5.5, mwr, 465.0, 31.6, , 0.75, us, usp000hzrb, 2022-07-19T12:04:10.849Z, 20 km SSW of Ishikawa, Japan, earthquake, , , , , reviewed, us, us
76145, 2011-04-11T08:58:07.210Z, 37.03, 140.369, 38.1, 5.0, mb, 208.0, 102.4, , 0.76, us, usp000hzqm, 2022-07-19T11:58:10.980Z, 15 km SSW of Ishikawa, Japan, earthquake, , 4.5, , 134.0, reviewed, us, us
76146, 2011-04-11T08:26:35.300Z, 37.061, 140.353, 48.9, 5.2, mb, 169.0, 89.6, , 0.76, us, usp000hzqa, 2022-07-19T12:01:14.190Z, 13 km SW of Ishikawa, Japan, earthquake, , 4.8, , 97.0, reviewed, us, us
76147, 2011-04-11T08:16:50.910Z, 37.791, 140.812, 10.0, 5.8, mb, 31.0, 117.1, , 1.43, us, usp000hzq9, 2020-09-21T17:28:01.201Z, 14 km SSE of Marumori, Japan, earthquake, , , , 24.0, reviewed, us, us
76148, 2011-04-11T08:16:12.730Z, 37.001, 140.401, 11.0, 6.6, mww, 586.0, 10.1, , 0.78, us, usp000hzq8, 2022-08-14T00:22:13.684Z, 17 km SSW of Ishikawa, Japan, earthquake, , , , , reviewed, us, us
76153, 2011-04-10T21:35:52.590Z, 36.774, 140.987, 35.0, 5.1, mwc, 311.0, 47.7, , 0.83, us, usp000hzp9, 2022-07-19T11:59:40.484Z, 21 km E of Kitaibaraki, Japan, earthquake, , , , , reviewed, us, gcmt
76160, 2011-04-09T12:57:47.820Z, 29.999, 131.78, 11.0, 5.9, mww, 319.0, 12.6, , 0.73, us, usp000hzky, 2022-07-19T11:55:11.109Z, 110 km SE of Nishinoomote, Japan, earthquake, , , , , reviewed, us, us
76161, 2011-04-09T09:42:21.890Z, 38.28, 141.701, 65.3, 5.3, mwc, 353.0, 48.7, , 0.71, us, usp000hzkk, 2022-04-08T21:41:59.096Z, 38 km ESE of Ishinomaki, Japan, earthquake, , 3.4, , , reviewed, us, gcmt
76162, 2011-04-09T01:25:26.660Z, 36.75, 142.049, 18.7, 5.1, mwc, 374.0, 32.5, , 0.7, us, usp000hzjy, 2014-11-07T01:44:30.551Z, 109 km ESE of Iwaki, Japan, earthquake, , 9.1, , , reviewed, us, gcmt
76167, 2011-04-07T22:02:19.880Z, 39.142, 142.893, 40.9, 5.1, mb, 145.0, 77.0, , 1.06, us, usp000hzg2, 2014-11-07T01:44:30.153Z, 88 km ESE of Yamada, Japan, earthquake, , 5.6, , 82.0, reviewed, us, us
76170, 2011-04-07T14:32:43.290Z, 38.276, 141.588, 42.0, 7.1, mww, 446.0, 17.7, , 0.94, us, usp000hzf6, 2022-08-04T20:55:18.253Z, 29 km ESE of Ishinomaki, Japan, earthquake, , , , , reviewed, us, us
76175, 2011-04-06T13:54:52.200Z, 37.654, 141.425, 59.6, 5.3, mwb, 366.0, 32.8, , 0.69, us, usp000hzd6, 2022-07-19T11:23:03.888Z, 42 km ENE of Namie, Japan, earthquake, , 2.9, , , reviewed, us, us
76177, 2011-04-06T07:12:12.250Z, 27.164, 143.324, 37.0, 5.1, mb, 90.0, 57.1, , 0.74, us, usp000hzcw, 2014-11-07T01:44:29.007Z, Bonin Islands, Japan region, earthquake, , 6.7, , 30.0, reviewed, us, us
76178, 2011-04-05T22:01:59.330Z, 38.372, 142.104, 16.3, 5.0, mwc, 196.0, 61.0, , 1.08, us, usp000hzc8, 2014-11-07T01:44:28.911Z, 70 km E of Ishinomaki, Japan, earthquake, , 12.8, , , reviewed, us, gcmt
76189, 2011-04-04T09:39:12.850Z, 37.049, 142.046, 35.0, 5.1, mwc, 235.0, 120.1, , 0.91, us, usp000hz8g, 2014-11-07T01:44:28.319Z, 103 km E of Iwaki, Japan, earthquake, , , , , reviewed, us, gcmt
76190, 2011-04-04T08:42:31.690Z, 37.828, 142.473, 36.6, 5.0, mwc, 193.0, 72.9, , 0.75, us, usp000hz8c, 2014-11-07T01:44:28.294Z, 121 km ESE of Ishinomaki, Japan, earthquake, , 4.6, , , reviewed, us, gcmt
76191, 2011-04-04T08:38:23.980Z, 37.817, 142.403, 35.0, 5.1, mwc, 163.0, 96.9, , 1.12, us, usp000hz8b, 2014-11-07T01:44:28.278Z, 117 km SE of Ishinomaki, Japan, earthquake, , , , , reviewed, us, gcmt
76195, 2011-04-03T14:55:30.440Z, 37.805, 142.162, 50.9, 5.0, mb, 43.0, 116.0, , 0.62, us, usp000hz75, 2014-11-07T01:44:28.033Z, 101 km SE of Ishinomaki, Japan, earthquake, , 6.1, , 4.0, reviewed, us, us
76197, 2011-04-03T13:18:08.040Z, 36.762, 142.142, 35.8, 5.1, mwc, 202.0, 32.6, , 0.82, us, usp000hz6y, 2014-11-07T01:44:27.932Z, 116 km ESE of Iwaki, Japan, earthquake, , 4.5, , , reviewed, us, gcmt
76198, 2011-04-03T07:38:46.480Z, 37.635, 141.451, 59.3, 5.2, mwc, 328.0, 66.4, , 0.75, us, usp000hz6e, 2022-04-08T22:16:53.776Z, 43 km ENE of Namie, Japan, earthquake, , 3.5, , , reviewed, us, gcmt
76202, 2011-04-02T04:08:06.750Z, 38.744, 141.924, 31.6, 5.2, mwc, 357.0, 33.2, , 0.74, us, usp000hz3x, 2022-04-08T21:41:04.706Z, 40 km SSE of ?funato, Japan, earthquake, , 7.4, , , reviewed, us, gcmt
76205, 2011-04-01T17:03:46.390Z, 40.282, 143.209, 20.5, 5.5, mwb, 318.0, 65.2, , 0.89, us, usp000hz30, 2022-04-08T21:41:03.357Z, 129 km ENE of Miyako, Japan, earthquake, , 3.3, , , reviewed, us, us
76206, 2011-04-01T14:44:35.130Z, 36.234, 141.501, 30.8, 5.3, mwc, 318.0, 25.6, , 1.0, us, usp000hz2s, 2014-11-07T01:44:26.416Z, 81 km NE of Hasaki, Japan, earthquake, , 3.3, , , reviewed, us, gcmt
76208, 2011-04-01T12:15:06.040Z, 36.723, 141.825, 24.3, 5.1, mwc, 102.0, 119.7, , 1.0, us, usp000hz2c, 2014-11-07T01:44:26.120Z, 91 km ESE of Iwaki, Japan, earthquake, , 13.0, , , reviewed, us, gcmt
76209, 2011-04-01T11:57:54.390Z, 39.323, 141.95, 41.0, 5.9, mww, 494.0, 66.8, , 0.7, us, usp000hz2b, 2022-07-19T10:55:35.957Z, 6 km SE of ?tsuchi, Japan, earthquake, , , , , reviewed, us, us
76210, 2011-04-01T10:49:49.070Z, 40.304, 140.208, 40.4, 5.0, mwc, 234.0, 119.5, , 0.77, us, usp000hz2a, 2022-04-08T21:41:00.034Z, 16 km NW of Takanosu, Japan, earthquake, , 4.7, , , reviewed, us, gcmt
76211, 2011-05-30T23:53:45.480Z, 40.29, 143.205, 39.4, 5.1, mwc, 145.0, 87.4, , 1.03, us, usp000j2fb, 2014-11-07T01:44:56.447Z, 129 km ENE of Miyako, Japan, earthquake, , 5.5, , , reviewed, us, gcmt
76224, 2011-05-28T14:56:04.930Z, 37.423, 143.586, 35.0, 5.0, mwc, 106.0, 72.7, , 1.33, us, usp000j2bx, 2014-11-07T01:44:55.847Z, 228 km E of Namie, Japan, earthquake, , , , , reviewed, us, gcmt
76225, 2011-05-28T13:46:07.930Z, 36.287, 142.021, 35.0, 5.0, mwc, 202.0, 117.2, , 0.82, us, usp000j2bv, 2022-07-19T16:21:53.740Z, 123 km ENE of Hasaki, Japan, earthquake, , , , , reviewed, us, gcmt
76244, 2011-05-24T11:49:23.490Z, 36.377, 140.942, 35.0, 5.0, mwc, 275.0, 69.7, , 0.82, us, usp000j24u, 2022-07-19T16:07:06.039Z, 32 km ENE of ?arai, Japan, earthquake, , , , , reviewed, us, gcmt
76247, 2011-05-24T03:40:51.300Z, 39.709, 143.247, 16.0, 5.8, mww, 460.0, 16.4, , 1.04, us, usp000j24b, 2022-07-19T16:05:31.924Z, 112 km E of Miyako, Japan, earthquake, , , , , reviewed, us, us
76254, 2011-05-22T14:46:11.670Z, 37.601, 143.488, 28.6, 5.6, mwb, 410.0, 47.7, , 0.84, us, usp000j21q, 2022-04-08T21:30:39.770Z, 212 km ESE of Ishinomaki, Japan, earthquake, , 3.2, , , reviewed, us, us
76255, 2011-05-22T08:33:41.390Z, 39.209, 142.831, 35.0, 5.0, mb, 97.0, 85.0, , 0.99, us, usp000j212, 2014-11-07T01:44:53.643Z, 81 km ESE of Yamada, Japan, earthquake, , , , 33.0, reviewed, us, us
76258, 2011-05-21T22:06:26.390Z, 35.597, 140.492, 37.0, 5.6, mww, 473.0, 34.8, , 1.15, us, usp000j1zc, 2022-07-19T16:00:54.905Z, 6 km E of Narut?, Japan, earthquake, , 3.5, , , reviewed, us, us
76269, 2011-05-20T07:28:48.150Z, 37.44, 141.414, 43.4, 5.1, mwc, 300.0, 80.0, , 0.87, us, usp000j1vt, 2022-07-19T15:45:37.000Z, 36 km E of Namie, Japan, earthquake, , 4.3, , , reviewed, us, gcmt
76270, 2011-05-20T05:16:45.700Z, 25.521, 142.639, 52.5, 5.0, mb, 233.0, 42.4, , 1.0, us, usp000j1vr, 2014-11-07T01:44:52.758Z, Volcano Islands, Japan region, earthquake, , 6.1, , 149.0, reviewed, us, us
76272, 2011-05-20T00:46:16.950Z, 35.761, 140.843, 29.0, 5.8, mww, 474.0, 23.6, , 1.0, us, usp000j1v8, 2022-07-19T15:40:57.842Z, 3 km NNE of Hasaki, Japan, earthquake, , , , , reviewed, us, us
76278, 2011-05-19T09:12:48.480Z, 37.121, 142.674, 40.5, 5.3, mwc, 299.0, 26.5, , 0.81, us, usp000j1u4, 2014-11-07T01:44:52.408Z, 153 km ESE of Namie, Japan, earthquake, , 4.9, , , reviewed, us, gcmt
76300, 2011-05-15T12:14:20.300Z, 37.244, 142.612, 56.8, 5.1, mwc, 163.0, 47.7, , 0.93, us, usp000j1n0, 2014-11-07T01:44:51.380Z, 145 km E of Namie, Japan, earthquake, , 5.5, , , reviewed, us, gcmt
76301, 2011-05-15T10:25:21.270Z, 37.059, 142.33, 31.3, 5.1, mb, 265.0, 46.5, , 0.73, us, usp000j1my, 2014-11-07T01:44:51.359Z, 127 km ESE of Namie, Japan, earthquake, , 8.1, , 194.0, reviewed, us, us
76304, 2011-05-14T23:50:49.810Z, 37.666, 141.396, 60.2, 5.0, mwc, 293.0, 36.4, , 0.75, us, usp000j1m3, 2022-04-08T21:48:37.866Z, 40 km ENE of Namie, Japan, earthquake, , 3.9, , , reviewed, us, gcmt
76305, 2011-05-14T22:30:29.660Z, 43.144, 146.131, 36.6, 5.1, mwc, 319.0, 31.6, , 0.76, us, usp000j1m0, 2022-04-08T21:48:36.328Z, 49 km ESE of Nemuro, Japan, earthquake, , 4.2, , , reviewed, us, gcmt
76310, 2011-05-13T23:35:52.860Z, 37.396, 141.341, 35.0, 6.1, mww, 392.0, 31.7, , 0.98, us, usp000j1jk, 2022-07-19T15:08:04.331Z, 31 km ESE of Namie, Japan, earthquake, , , , , reviewed, us, us
76325, 2011-05-11T18:14:31.890Z, 36.1, 142.267, 10.0, 5.2, mwc, 275.0, 44.3, , 0.93, us, usp000j1eu, 2014-11-07T01:44:49.708Z, 135 km ENE of Hasaki, Japan, earthquake, , , , , reviewed, us, gcmt
76337, 2011-05-11T01:20:05.600Z, 37.81, 143.56, 14.6, 5.2, mwc, 332.0, 36.1, , 0.81, us, usp000j1d2, 2014-11-07T01:44:49.318Z, 209 km ESE of Ishinomaki, Japan, earthquake, , 8.8, , , reviewed, us, gcmt
76356, 2011-05-10T10:36:39.730Z, 36.111, 141.876, 23.9, 5.0, mb, 28.0, 94.3, , 1.0, us, usp000j1az, 2014-11-07T01:44:48.932Z, 103 km ENE of Hasaki, Japan, earthquake, , 19.6, , 7.0, reviewed, us, us
76359, 2011-05-10T10:14:43.160Z, 36.235, 141.608, 41.4, 5.1, mb, 248.0, 101.1, , 0.83, us, usp000j1ar, 2014-11-07T01:44:48.794Z, 89 km NE of Hasaki, Japan, earthquake, , 4.9, , 152.0, reviewed, us, us
76362, 2011-05-10T08:54:50.000Z, 38.187, 142.138, 58.7, 5.0, mb, 78.0, 104.3, , 0.97, us, usp000j1a7, 2014-11-07T01:44:48.683Z, 77 km ESE of Ishinomaki, Japan, earthquake, , 8.2, , 39.0, reviewed, us, us
76363, 2011-05-10T08:30:30.850Z, 37.797, 143.561, 25.1, 5.2, mwc, 397.0, 36.0, , 0.74, us, usp000j1a6, 2014-11-07T01:44:48.647Z, 209 km ESE of Ishinomaki, Japan, earthquake, , 6.4, , , reviewed, us, gcmt
76364, 2011-05-10T07:16:14.180Z, 37.261, 143.706, 35.0, 5.1, mwc, 444.0, 19.4, , 0.68, us, usp000j1a1, 2014-11-07T01:44:48.559Z, 240 km E of Namie, Japan, earthquake, , 3.5, , , reviewed, us, gcmt
76379, 2011-05-07T20:52:20.760Z, 40.239, 142.243, 35.0, 5.7, mwb, 395.0, 69.4, , 0.83, us, usp000j167, 2022-04-08T21:47:08.330Z, 69 km ESE of Hachinohe, Japan, earthquake, , , , , reviewed, us, us
76386, 2011-05-05T23:21:22.100Z, 26.124, 128.398, 10.0, 5.5, mww, 323.0, 32.2, , 0.91, us, usp000j12q, 2022-07-19T14:25:23.774Z, 57 km ESE of Katsuren-haebaru, Japan, earthquake, , , , , reviewed, us, us
76387, 2011-05-05T18:36:16.960Z, 35.588, 141.988, 29.9, 5.2, mwc, 160.0, 49.0, , 1.23, us, usp000j123, 2014-11-07T01:44:45.642Z, 105 km E of Hasaki, Japan, earthquake, , 13.2, , , reviewed, us, gcmt
76388, 2011-05-05T17:04:29.520Z, 37.072, 140.754, 14.8, 5.2, mb, 165.0, 84.4, , 1.03, us, usp000j11w, 2014-11-07T01:44:45.618Z, 11 km WNW of Iwaki, Japan, earthquake, , 13.0, , 84.0, reviewed, us, us
76391, 2011-05-05T15:26:46.740Z, 37.425, 141.448, 29.9, 5.0, mb, 32.0, 127.8, , 0.87, us, usp000j11k, 2014-11-07T01:44:45.453Z, 40 km E of Namie, Japan, earthquake, , 14.5, , 7.0, reviewed, us, us
76394, 2011-05-05T14:58:18.680Z, 38.17, 144.032, 11.0, 6.0, mww, 447.0, 18.0, , 0.9, us, usp000j11c, 2022-04-08T21:46:55.640Z, 224 km SE of Kamaishi, Japan, earthquake, , , , , reviewed, us, us
76403, 2011-05-04T08:23:53.110Z, 37.044, 143.246, 35.0, 5.4, mwc, 347.0, 34.1, , 0.8, us, usp000j0zc, 2014-11-07T01:44:44.661Z, 205 km ESE of Namie, Japan, earthquake, , , , , reviewed, us, gcmt
76404, 2011-05-04T05:41:40.480Z, 40.786, 141.269, 35.0, 5.0, mb, 283.0, 54.2, , 0.74, us, usp000j0za, 2014-11-07T01:44:44.619Z, 15 km NW of Misawa, Japan, earthquake, , , , 186.0, reviewed, us, us
76408, 2011-05-02T21:25:49.540Z, 40.102, 142.564, 32.3, 5.1, mwc, 239.0, 102.6, , 0.91, us, usp000j0xd, 2014-11-07T01:44:43.912Z, 73 km NE of Miyako, Japan, earthquake, , , , , reviewed, us, gcmt
76420, 2011-06-29T23:16:40.170Z, 36.261, 137.679, 10.0, 5.0, mwc, 172.0, 95.9, , 1.16, us, usp000j3yy, 2022-07-19T18:57:33.855Z, 20 km WSW of Hotaka, Japan, earthquake, , , , , reviewed, us, gcmt
76421, 2011-06-29T22:14:38.480Z, 35.598, 140.461, 54.8, 5.0, mwc, 169.0, 80.1, , 0.92, us, usp000j3yx, 2022-04-08T21:53:02.775Z, 4 km E of Narut?, Japan, earthquake, , 5.2, , , reviewed, us, gcmt
76429, 2011-06-28T07:42:55.010Z, 40.53, 143.805, 27.2, 5.2, mwc, 154.0, 111.3, , 0.92, us, usp000j3vw, 2014-11-07T01:45:11.368Z, 186 km ENE of Miyako, Japan, earthquake, , 10.0, , , reviewed, us, gcmt
76454, 2011-06-24T17:39:27.210Z, 42.049, 142.553, 58.1, 5.5, mwb, 423.0, 68.7, , 0.83, us, usp000j3pk, 2022-07-19T18:37:51.284Z, 35 km SSE of Shizunai-furukawach?, Japan, earthquake, , , , , reviewed, us, us
76463, 2011-06-23T11:38:32.870Z, 30.284, 131.467, 26.0, 5.1, mwc, 228.0, 39.8, , 0.83, us, usp000j3m1, 2014-11-07T01:45:09.348Z, 67 km SE of Nishinoomote, Japan, earthquake, , 7.2, , , reviewed, us, gcmt
76464, 2011-06-23T10:35:00.230Z, 38.479, 141.439, 35.0, 5.3, mwc, 311.0, 48.9, , 0.76, us, usp000j3ky, 2022-07-19T18:33:07.178Z, 13 km ENE of Ishinomaki, Japan, earthquake, , , , , reviewed, us, gcmt
76468, 2011-06-22T21:50:52.350Z, 39.955, 142.205, 33.0, 6.7, mww, 592.0, 24.9, , 0.9, us, usp000j3k6, 2022-07-19T18:27:45.644Z, 41 km NNE of Miyako, Japan, earthquake, , , , , reviewed, us, us
76469, 2011-06-22T20:43:49.180Z, 37.704, 144.26, 14.5, 5.1, mb, 165.0, 177.2, , 0.66, us, usp000j3k5, 2014-11-07T01:45:09.039Z, 269 km SE of ?funato, Japan, earthquake, , 10.3, , 73.0, reviewed, us, us
76471, 2011-06-22T14:28:59.170Z, 40.046, 142.777, 42.7, 5.7, mwc, 326.0, 64.5, , 0.84, us, usp000j3jt, 2022-04-08T21:51:50.935Z, 84 km ENE of Miyako, Japan, earthquake, , 3.3, , , reviewed, us, gcmt
76478, 2011-06-21T08:49:40.500Z, 35.623, 141.314, 15.0, 5.4, mwb, 433.0, 29.3, , 0.71, us, usp000j3gx, 2022-07-19T18:16:50.687Z, 45 km ESE of Hasaki, Japan, earthquake, , , , , reviewed, us, us
76498, 2011-06-18T11:31:05.880Z, 37.664, 141.664, 20.0, 5.7, mww, 511.0, 19.8, , 0.74, us, usp000j3ce, 2022-07-19T18:03:09.879Z, 61 km ENE of Namie, Japan, earthquake, , , , , reviewed, us, us
76512, 2011-06-16T10:09:09.720Z, 39.795, 143.199, 19.3, 5.0, mwc, 136.0, 134.6, , 1.01, us, usp000j38t, 2014-11-07T01:45:06.211Z, 109 km E of Miyako, Japan, earthquake, , 4.9, , , reviewed, us, gcmt
76520, 2011-06-15T04:41:03.610Z, 26.788, 144.108, 10.0, 5.3, mww, 350.0, 22.6, , 0.8, us, usp000j36p, 2022-04-08T22:19:56.573Z, Bonin Islands, Japan region, earthquake, , , , , reviewed, us, us
76523, 2011-06-14T14:56:00.700Z, 39.483, 142.392, 20.5, 5.4, mwc, 283.0, 75.6, , 0.81, us, usp000j35f, 2022-07-19T17:48:03.217Z, 38 km E of Yamada, Japan, earthquake, , 2.3, , , reviewed, us, gcmt
76524, 2011-06-14T13:06:52.190Z, 37.727, 143.512, 14.0, 5.7, mww, 467.0, 17.5, , 0.84, us, usp000j35c, 2022-07-19T17:46:28.911Z, 208 km ESE of Ishinomaki, Japan, earthquake, , , , , reviewed, us, us
76525, 2011-06-14T12:48:53.160Z, 43.221, 145.236, 56.2, 5.0, mwc, 352.0, 115.0, , 0.74, us, usp000j35a, 2014-11-07T01:45:05.523Z, 29 km WSW of Nemuro, Japan, earthquake, , 3.7, , , reviewed, us, gcmt
76533, 2011-06-13T06:50:31.620Z, 39.91, 143.02, 17.9, 5.1, mwc, 249.0, 76.2, , 0.86, us, usp000j33q, 2014-11-07T01:45:05.151Z, 96 km ENE of Miyako, Japan, earthquake, , 2.5, , , reviewed, us, gcmt
76538, 2011-06-12T20:48:16.640Z, 28.096, 129.965, 23.4, 5.0, mwc, 114.0, 92.2, , 1.17, us, usp000j32v, 2022-04-08T21:51:14.499Z, 55 km ESE of Naze, Japan, earthquake, , 10.7, , , reviewed, us, gcmt
76548, 2011-06-10T22:35:55.070Z, 38.315, 142.156, 31.5, 5.0, mwc, 336.0, 31.8, , 0.76, us, usp000j2yy, 2014-11-07T01:45:04.215Z, 75 km E of Ishinomaki, Japan, earthquake, , 3.6, , , reviewed, us, gcmt
76557, 2011-06-09T10:38:34.540Z, 36.478, 140.774, 15.7, 5.4, mwc, 348.0, 56.9, , 0.84, us, usp000j2ws, 2022-07-19T17:20:30.188Z, 17 km SE of Hitachi, Japan, earthquake, , 9.8, , , reviewed, us, gcmt
76558, 2011-06-09T10:26:08.200Z, 37.263, 142.147, 35.0, 5.0, mwc, 250.0, 71.8, , 0.89, us, usp000j2wr, 2014-11-07T01:45:03.383Z, 104 km ESE of Namie, Japan, earthquake, , , , , reviewed, us, gcmt
76559, 2011-06-08T22:11:17.360Z, 39.031, 142.318, 46.7, 5.0, mwc, 193.0, 88.5, , 0.93, us, usp000j2w4, 2022-04-08T21:50:39.145Z, near the east coast of Honshu, Japan, earthquake, , 3.4, , , reviewed, us, gcmt
76587, 2011-06-03T16:57:31.560Z, 35.027, 132.325, 10.0, 5.0, mwc, 151.0, 72.0, , 1.31, us, usp000j2ne, 2022-04-08T21:50:09.827Z, 9 km ENE of G?tsuch?, Japan, earthquake, , , , , reviewed, us, gcmt
76588, 2011-06-03T16:00:15.030Z, 37.067, 140.912, 17.0, 5.5, mww, 384.0, 47.7, , 0.87, us, usp000j2nd, 2022-07-19T16:47:30.536Z, 3 km NE of Iwaki, Japan, earthquake, , , , , reviewed, us, us
76593, 2011-06-03T00:05:00.830Z, 37.285, 143.907, 14.0, 6.1, mww, 637.0, 12.5, , 0.87, us, usp000j2kz, 2022-07-19T16:39:26.106Z, 258 km E of Namie, Japan, earthquake, , , , , reviewed, us, us
76599, 2011-06-01T23:34:17.970Z, 27.034, 140.294, 460.6, 5.2, mwc, 249.0, 23.9, , 0.85, us, usp000j2jk, 2014-11-07T01:45:00.112Z, Bonin Islands, Japan region, earthquake, , , , , reviewed, us, gcmt
76606, 2011-06-01T03:14:14.440Z, 39.737, 143.566, 36.3, 5.2, mwc, 202.0, 123.7, , 0.98, us, usp000j2h8, 2014-11-07T01:44:58.487Z, 139 km E of Miyako, Japan, earthquake, , 4.7, , , reviewed, us, gcmt
76607, 2011-07-30T18:53:50.720Z, 36.942, 140.955, 38.0, 6.3, mww, 701.0, 15.6, , 0.81, us, usp000j5rk, 2022-04-08T21:56:37.306Z, 13 km SSE of Iwaki, Japan, earthquake, , , , , reviewed, us, us
76609, 2011-07-30T13:21:34.560Z, 34.825, 141.601, 35.0, 5.0, mwc, 177.0, 115.3, , 0.91, us, usp000j5r9, 2014-11-07T01:45:28.132Z, 119 km ESE of ?hara, Japan, earthquake, , , , , reviewed, us, gcmt
76611, 2011-07-29T14:53:18.980Z, 36.689, 141.871, 16.9, 5.4, mwc, 249.0, 112.0, , 0.91, us, usp000j5pc, 2014-11-07T01:45:27.914Z, 96 km ESE of Iwaki, Japan, earthquake, , 13.9, , , reviewed, us, gcmt
76617, 2011-07-28T16:50:25.700Z, 38.918, 142.561, 47.8, 5.2, mb, 20.0, 138.8, , 0.64, us, usp000j5mg, 2014-11-07T01:45:27.601Z, 71 km SE of Kamaishi, Japan, earthquake, , 7.0, , 1.0, reviewed, us, us
76621, 2011-07-28T09:01:39.030Z, 40.344, 143.236, 30.9, 5.6, mww, 288.0, 78.0, , 1.0, us, usp000j5kv, 2022-04-08T21:56:22.719Z, 135 km NE of Miyako, Japan, earthquake, , 8.9, , , reviewed, us, us
76626, 2011-07-27T14:50:00.740Z, 40.097, 142.746, 48.9, 5.0, mwc, 204.0, 108.3, , 0.74, us, usp000j5jy, 2014-11-07T01:45:27.270Z, near the east coast of Honshu, Japan, earthquake, , 2.8, , , reviewed, us, gcmt
76642, 2011-07-25T11:54:54.080Z, 35.273, 140.933, 46.0, 5.6, mwc, 331.0, 67.8, , 0.75, us, usp000j5fr, 2022-04-08T21:55:49.261Z, 49 km E of ?hara, Japan, earthquake, , 4.4, , , reviewed, us, gcmt
76644, 2011-07-25T11:04:46.030Z, 38.571, 141.876, 35.0, 5.1, mwc, 235.0, 114.8, , 0.68, us, usp000j5fe, 2022-04-08T21:55:46.586Z, 53 km ENE of Ishinomaki, Japan, earthquake, , , , , reviewed, us, gcmt
76645, 2011-07-25T11:03:24.110Z, 35.211, 141.03, 35.0, 5.0, mb, 65.0, 133.7, , 1.11, us, usp000j5fd, 2014-11-07T01:45:26.001Z, 58 km E of ?hara, Japan, earthquake, , , , 18.0, reviewed, us, us
76650, 2011-07-24T18:51:25.070Z, 37.73, 141.39, 40.0, 6.3, mww, 454.0, 17.1, , 0.84, us, usp000j5ed, 2022-04-08T21:55:42.387Z, 43 km NE of Namie, Japan, earthquake, , , , , reviewed, us, us
76652, 2011-07-24T15:07:10.970Z, 38.855, 141.993, 62.4, 5.1, mwc, 302.0, 78.0, , 0.72, us, usp000j5e4, 2022-04-08T21:55:40.842Z, 33 km SE of ?funato, Japan, earthquake, , 3.3, , , reviewed, us, gcmt
76662, 2011-07-23T04:34:24.180Z, 38.898, 141.815, 41.0, 6.3, mww, 502.0, 30.4, , 0.82, us, usp000j5by, 2022-04-08T21:55:33.066Z, 21 km SSE of ?funato, Japan, earthquake, , , , , reviewed, us, us
76673, 2011-07-21T01:03:30.950Z, 39.632, 143.466, 28.9, 5.1, mwc, 159.0, 125.6, , 0.82, us, usp000j57w, 2014-11-07T01:45:24.608Z, 130 km E of Miyako, Japan, earthquake, , 8.2, , , reviewed, us, gcmt
76675, 2011-07-20T19:18:14.840Z, 27.236, 128.2, 63.9, 5.3, mwc, 165.0, 54.9, , 0.92, us, usp000j57k, 2015-03-24T01:43:52.160Z, 72 km NNE of Nago, Japan, earthquake, , 4.0, , , reviewed, us, gcmt
76685, 2011-07-19T01:38:51.280Z, 37.386, 141.575, 24.4, 5.2, mwc, 252.0, 97.7, , 0.8, us, usp000j54x, 2014-11-07T01:45:23.863Z, 52 km ESE of Namie, Japan, earthquake, , 8.8, , , reviewed, us, gcmt
76703, 2011-07-15T18:00:23.940Z, 27.016, 140.128, 472.3, 5.4, mwc, 341.0, 32.1, , 0.79, us, usp000j4za, 2014-11-07T01:45:22.348Z, Bonin Islands, Japan region, earthquake, , , , , reviewed, us, gcmt
76707, 2011-07-15T12:01:12.200Z, 36.128, 139.85, 88.7, 5.5, mwc, 457.0, 42.1, , 0.76, us, usp000j4yw, 2022-04-08T21:54:51.147Z, 5 km NE of Sakai, Japan, earthquake, , 3.2, , , reviewed, us, gcmt
76717, 2011-07-14T04:10:55.070Z, 36.934, 141.136, 21.5, 5.0, mwc, 195.0, 71.0, , 1.26, us, usp000j4up, 2022-04-08T21:54:46.610Z, near the east coast of Honshu, Japan, earthquake, , 13.7, , , reviewed, us, gcmt
